r,L,M,S
529.5,0.7646,0.931522,0.0131633
529.6,0.765819,0.932373,0.013049
529.7,0.767032,0.933215,0.0129356
529.8,0.768238,0.934048,0.0128232
529.9,0.769437,0.934872,0.0127118
530,0.77063,0.935687,0.0126013
530.1,0.771816,0.936493,0.0124917
530.2,0.772995,0.93729,0.0123831
530.3,0.774167,0.938078,0.0122754
530.4,0.775333,0.938857,0.0121686
530.5,0.776493,0.939628,0.0120628
530.6,0.777647,0.94039,0.0119578
530.7,0.778796,0.941145,0.0118537
530.8,0.779938,0.941891,0.0117505
530.9,0.781076,0.94263,0.0116481
531,0.782208,0.943362,0.0115466
531.1,0.783335,0.944086,0.0114459
531.2,0.784457,0.944803,0.0113461
531.3,0.785575,0.945513,0.0112471
531.4,0.786689,0.946217,0.0111489
531.5,0.787798,0.946914,0.0110516
531.6,0.788903,0.947604,0.010955
531.7,0.790005,0.948289,0.0108592
531.8,0.791103,0.948968,0.0107642
531.9,0.792198,0.949641,0.01067
532,0.79329,0.950309,0.0105766
532.1,0.794378,0.950972,0.0104839
532.2,0.795465,0.951629,0.010392
532.3,0.796548,0.952282,0.0103008
532.4,0.79763,0.95293,0.0102103
532.5,0.798709,0.953573,0.0101206
532.6,0.799787,0.954213,0.0100316
532.7,0.800863,0.954848,0.00994332
532.8,0.801938,0.95548,0.00985574
532.9,0.803011,0.956108,0.00976887
533,0.804084,0.956733,0.00968268
533.1,0.805156,0.957354,0.00959718
533.2,0.806228,0.957973,0.00951236
533.3,0.807299,0.958589,0.00942821
533.4,0.808371,0.959203,0.00934473
533.5,0.809442,0.959814,0.0092619
533.6,0.810514,0.960423,0.00917973
533.7,0.811587,0.961031,0.00909821
533.8,0.812661,0.961636,0.00901733
533.9,0.813736,0.962241,0.00893708
534,0.814813,0.962844,0.00885746
534.1,0.815891,0.963446,0.00877846
534.2,0.816971,0.964047,0.00870008
534.3,0.818053,0.964648,0.00862231
534.4,0.819138,0.965249,0.00854514
534.5,0.820226,0.965849,0.00846857
534.6,0.821316,0.96645,0.0083926
534.7,0.822409,0.967051,0.00831721
534.8,0.823506,0.967653,0.00824241
534.9,0.824606,0.968255,0.00816819
535,0.825711,0.968858,0.00809453
535.1,0.826819,0.969463,0.00802145
535.2,0.827932,0.970069,0.00794893
535.3,0.829048,0.970675,0.00787697
535.4,0.830167,0.971282,0.00780558
535.5,0.83129,0.971889,0.00773474
535.6,0.832415,0.972496,0.00766447
535.7,0.833544,0.973103,0.00759475
535.8,0.834675,0.973709,0.00752558
535.9,0.835808,0.974315,0.00745697
536,0.836943,0.974919,0.0073889
536.1,0.83808,0.975522,0.00732138
536.2,0.839218,0.976124,0.00725441
536.3,0.840358,0.976724,0.00718798
536.4,0.841498,0.977321,0.00712209
536.5,0.84264,0.977917,0.00705674
536.6,0.843781,0.97851,0.00699193
536.7,0.844924,0.9791,0.00692765
536.8,0.846066,0.979686,0.0068639
536.9,0.847207,0.98027,0.00680068
537,0.848349,0.98085,0.00673799
537.1,0.849489,0.981425,0.00667582
537.2,0.850629,0.981997,0.00661417
537.3,0.851767,0.982564,0.00655304
537.4,0.852904,0.983127,0.00649243
537.5,0.854038,0.983684,0.00643234
537.6,0.855171,0.984237,0.00637275
537.7,0.856302,0.984783,0.00631367
537.8,0.857429,0.985324,0.0062551
537.9,0.858554,0.985859,0.00619703
538,0.859676,0.986388,0.00613947
538.1,0.860794,0.98691,0.0060824
538.2,0.861908,0.987425,0.00602582
538.3,0.863019,0.987933,0.00596974
538.4,0.864125,0.988434,0.00591415
538.5,0.865226,0.988927,0.00585905
538.6,0.866323,0.989412,0.00580443
538.7,0.867415,0.989889,0.00575029
538.8,0.868501,0.990357,0.00569663
538.9,0.869582,0.990817,0.00564345
539,0.870656,0.991267,0.00559073
539.1,0.871725,0.991709,0.00553849
539.2,0.872786,0.99214,0.00548672
539.3,0.873841,0.992562,0.00543541
539.4,0.874889,0.992974,0.00538456
539.5,0.87593,0.993375,0.00533417
539.6,0.876963,0.993766,0.00528424
539.7,0.877987,0.994146,0.00523476
539.8,0.879004,0.994514,0.00518573
539.9,0.880012,0.994871,0.00513714
540,0.881011,0.995217,0.005089
540.1,0.882001,0.99555,0.0050413
540.2,0.882982,0.995871,0.00499404
540.3,0.883953,0.99618,0.00494721
540.4,0.884916,0.996477,0.00490081
540.5,0.885869,0.996763,0.00485483
540.6,0.886813,0.997036,0.00480928
540.7,0.887747,0.997297,0.00476414
540.8,0.888673,0.997546,0.00471942
540.9,0.889589,0.997783,0.0046751
541,0.890496,0.998007,0.0046312
541.1,0.891394,0.99822,0.00458769
541.2,0.892282,0.998421,0.00454459
541.3,0.893161,0.99861,0.00450187
541.4,0.89403,0.998787,0.00445955
541.5,0.894891,0.998951,0.00441762
541.6,0.895742,0.999104,0.00437607
541.7,0.896583,0.999245,0.00433491
541.8,0.897415,0.999373,0.00429412
541.9,0.898238,0.99949,0.0042537
542,0.899052,0.999595,0.00421366
542.1,0.899856,0.999687,0.00417398
542.2,0.900651,0.999768,0.00413467
542.3,0.901436,0.999836,0.00409571
542.4,0.902212,0.999893,0.00405712
542.5,0.902978,0.999938,0.00401887
542.6,0.903735,0.99997,0.00398098
542.7,0.904483,0.999991,0.00394344
542.8,0.905221,1,0.00390624
542.9,0.90595,0.999997,0.00386938
543,0.906669,0.999982,0.00383286
543.1,0.907379,0.999955,0.00379668
543.2,0.908079,0.999916,0.00376082
543.3,0.90877,0.999865,0.0037253
543.4,0.909451,0.999802,0.0036901
543.5,0.910123,0.999728,0.00365523
543.6,0.910786,0.999641,0.00362067
543.7,0.911439,0.999543,0.00358643
543.8,0.912083,0.999433,0.00355251
543.9,0.912717,0.999311,0.0035189
544,0.913341,0.999177,0.00348559
544.1,0.913956,0.999031,0.0034526
544.2,0.914562,0.998874,0.0034199
544.3,0.915158,0.998705,0.00338751
544.4,0.915745,0.998524,0.00335541
544.5,0.916322,0.998331,0.00332361
544.6,0.91689,0.998127,0.0032921
544.7,0.917449,0.997911,0.00326088
544.8,0.917997,0.997683,0.00322995
544.9,0.918537,0.997444,0.0031993
545,0.919067,0.997193,0.00316893
545.1,0.919587,0.99693,0.00313885
545.2,0.920099,0.996656,0.00310903
545.3,0.920601,0.996371,0.0030795
545.4,0.921095,0.996076,0.00305023
545.5,0.921581,0.99577,0.00302124
545.6,0.922059,0.995455,0.00299251
545.7,0.922529,0.99513,0.00296404
545.8,0.922992,0.994796,0.00293584
545.9,0.923448,0.994453,0.00290789
546,0.923898,0.994102,0.00288021
546.1,0.924341,0.993742,0.00285277
546.2,0.924778,0.993375,0.0028256
546.3,0.92521,0.993001,0.00279867
546.4,0.925636,0.99262,0.00277198
546.5,0.926057,0.992232,0.00274555
546.6,0.926474,0.991837,0.00271936
546.7,0.926886,0.991437,0.0026934
546.8,0.927294,0.991031,0.00266769
546.9,0.927698,0.99062,0.00264222
547,0.928099,0.990204,0.00261698
547.1,0.928497,0.989784,0.00259197
547.2,0.928893,0.98936,0.00256719
547.3,0.929285,0.988931,0.00254264
547.4,0.929676,0.988499,0.00251832
547.5,0.930065,0.988064,0.00249422
547.6,0.930453,0.987627,0.00247034
547.7,0.930839,0.987187,0.00244668
547.8,0.931225,0.986745,0.00242324
547.9,0.93161,0.986301,0.00240002
548,0.931995,0.985855,0.00237701
548.1,0.932381,0.985409,0.00235422
548.2,0.932767,0.984962,0.00233163
548.3,0.933154,0.984515,0.00230925
548.4,0.933542,0.984068,0.00228708
548.5,0.933932,0.983621,0.00226511
548.6,0.934324,0.983175,0.00224335
548.7,0.934718,0.98273,0.00222179
548.8,0.935114,0.982286,0.00220042
548.9,0.935514,0.981844,0.00217926
549,0.935916,0.981404,0.00215829
549.1,0.936323,0.980966,0.00213751
549.2,0.936733,0.980532,0.00211693
549.3,0.937147,0.9801,0.00209653
549.4,0.937567,0.979672,0.00207633
549.5,0.937991,0.979247,0.00205631
549.6,0.93842,0.978827,0.00203647
549.7,0.938855,0.978411,0.00201682
549.8,0.939296,0.978,0.00199735
549.9,0.939744,0.977594,0.00197807
550,0.940198,0.977193,0.00195896
550.1,0.940659,0.976798,0.00194002
550.2,0.941126,0.976409,0.00192126
550.3,0.9416,0.976024,0.00190268
550.4,0.942081,0.975645,0.00188427
550.5,0.942567,0.975269,0.00186603
550.6,0.943059,0.974897,0.00184797
550.7,0.943556,0.974529,0.00183007
550.8,0.944058,0.974164,0.00181233
550.9,0.944565,0.973801,0.00179477
551,0.945076,0.973441,0.00177737
551.1,0.945591,0.973082,0.00176014
551.2,0.94611,0.972726,0.00174306
551.3,0.946633,0.97237,0.00172615
551.4,0.947159,0.972015,0.0017094
551.5,0.947688,0.971661,0.00169281
551.6,0.948219,0.971306,0.00167637
551.7,0.948753,0.970951,0.00166009
551.8,0.949289,0.970596,0.00164397
551.9,0.949827,0.970239,0.001628
552,0.950367,0.969881,0.00161218
552.1,0.950907,0.969521,0.00159652
552.2,0.951448,0.969159,0.001581
552.3,0.95199,0.968794,0.00156564
552.4,0.952533,0.968426,0.00155042
552.5,0.953075,0.968054,0.00153535
552.6,0.953617,0.967679,0.00152042
552.7,0.954158,0.9673,0.00150564
552.8,0.954698,0.966916,0.001491
552.9,0.955237,0.966527,0.0014765
553,0.955775,0.966133,0.00146215
553.1,0.956311,0.965734,0.00144793
553.2,0.956845,0.965328,0.00143385
553.3,0.957376,0.964916,0.00141991
553.4,0.957904,0.964498,0.0014061
553.5,0.95843,0.964072,0.00139243
553.6,0.958952,0.963638,0.00137889
553.7,0.95947,0.963197,0.00136549
553.8,0.959984,0.962748,0.00135221
553.9,0.960494,0.96229,0.00133907
554,0.961,0.961823,0.00132606
554.1,0.961501,0.961347,0.00131317
554.2,0.961996,0.960861,0.00130041
554.3,0.962486,0.960365,0.00128778
554.4,0.96297,0.959859,0.00127527
554.5,0.963447,0.959342,0.00126288
554.6,0.963919,0.958814,0.00125062
554.7,0.964383,0.958274,0.00123848
554.8,0.964841,0.957723,0.00122646
554.9,0.965291,0.957159,0.00121455
555,0.965733,0.956583,0.00120277
555.1,0.966167,0.955994,0.00119111
555.2,0.966594,0.955393,0.00117956
555.3,0.967013,0.954779,0.00116812
555.4,0.967424,0.954154,0.0011568
555.5,0.967828,0.953516,0.00114559
555.6,0.968225,0.952868,0.00113449
555.7,0.968615,0.952208,0.0011235
555.8,0.968998,0.951538,0.00111262
555.9,0.969374,0.950857,0.00110185
556,0.969744,0.950167,0.00109118
556.1,0.970108,0.949466,0.00108062
556.2,0.970466,0.948756,0.00107017
556.3,0.970818,0.948037,0.00105981
556.4,0.971164,0.947309,0.00104956
556.5,0.971505,0.946573,0.00103941
556.6,0.97184,0.945828,0.00102936
556.7,0.972171,0.945075,0.00101941
556.8,0.972496,0.944315,0.00100955
556.9,0.972817,0.943548,999797e-9
557,0.973133,0.942773,990135e-9
557.1,0.973445,0.941992,980568e-9
557.2,0.973753,0.941204,971094e-9
557.3,0.974056,0.940411,961714e-9
557.4,0.974356,0.939611,952425e-9
557.5,0.974652,0.938806,943226e-9
557.6,0.974945,0.937996,934118e-9
557.7,0.975235,0.937181,925098e-9
557.8,0.975521,0.936361,916167e-9
557.9,0.975805,0.935537,907322e-9
558,0.976086,0.934709,898564e-9
558.1,0.976365,0.933877,889891e-9
558.2,0.976641,0.933042,881302e-9
558.3,0.976915,0.932203,872796e-9
558.4,0.977188,0.931362,864374e-9
558.5,0.977458,0.930518,856032e-9
558.6,0.977727,0.929672,847772e-9
558.7,0.977995,0.928824,839592e-9
558.8,0.978262,0.927975,831491e-9
558.9,0.978528,0.927124,823469e-9
559,0.978793,0.926271,815524e-9
559.1,0.979057,0.925418,807656e-9
559.2,0.979321,0.924565,799864e-9
559.3,0.979585,0.923711,792148e-9
559.4,0.979849,0.922857,784505e-9
559.5,0.980113,0.922004,776937e-9
559.6,0.980378,0.921151,769441e-9
559.7,0.980643,0.920298,762018e-9
559.8,0.980909,0.919447,754666e-9
559.9,0.981176,0.918598,747385e-9
560,0.981445,0.91775,740174e-9
560.1,0.981714,0.916904,733032e-9
560.2,0.981985,0.916059,725959e-9
560.3,0.982257,0.915217,718954e-9
560.4,0.98253,0.914375,712017e-9
560.5,0.982805,0.913534,705146e-9
560.6,0.98308,0.912695,698341e-9
560.7,0.983355,0.911855,691602e-9
560.8,0.983632,0.911017,684928e-9
560.9,0.983909,0.910178,678318e-9
561,0.984186,0.909339,671772e-9
561.1,0.984464,0.9085,66529e-8
561.2,0.984743,0.90766,658869e-9
561.3,0.985021,0.906819,652511e-9
561.4,0.985299,0.905978,646215e-9
561.5,0.985578,0.905135,639979e-9
561.6,0.985856,0.904291,633803e-9
561.7,0.986134,0.903445,627688e-9
561.8,0.986412,0.902597,621631e-9
561.9,0.986689,0.901747,615633e-9
562,0.986965,0.900895,609693e-9
562.1,0.987241,0.90004,603811e-9
562.2,0.987517,0.899182,597986e-9
562.3,0.987791,0.898322,592217e-9
562.4,0.988064,0.897458,586504e-9
562.5,0.988337,0.896591,580846e-9
562.6,0.988608,0.89572,575244e-9
562.7,0.988877,0.894846,569696e-9
562.8,0.989146,0.893967,564201e-9
562.9,0.989413,0.893085,55876e-8
563,0.989678,0.892197,553372e-9
563.1,0.989942,0.891305,548037e-9
563.2,0.990203,0.890409,542753e-9
563.3,0.990463,0.889507,53752e-8
563.4,0.990721,0.8886,532339e-9
563.5,0.990977,0.887687,527208e-9
563.6,0.99123,0.886769,522127e-9
563.7,0.991482,0.885844,517095e-9
563.8,0.99173,0.884914,512113e-9
563.9,0.991977,0.883978,507178e-9
564,0.99222,0.883035,502292e-9
564.1,0.992461,0.882085,497454e-9
564.2,0.992699,0.881128,492663e-9
564.3,0.992934,0.880165,487919e-9
564.4,0.993165,0.879194,48322e-8
564.5,0.993394,0.878215,478568e-9
564.6,0.993619,0.877229,473961e-9
564.7,0.993841,0.876235,469399e-9
564.8,0.99406,0.875234,464882e-9
564.9,0.994275,0.874223,460409e-9
565,0.994486,0.873205,455979e-9
565.1,0.994693,0.872178,451593e-9
565.2,0.994897,0.871142,44725e-8
565.3,0.995096,0.870098,442949e-9
565.4,0.995292,0.869046,43869e-8
565.5,0.995484,0.867986,434473e-9
565.6,0.995672,0.866917,430297e-9
565.7,0.995856,0.865841,426162e-9
565.8,0.996037,0.864757,422067e-9
565.9,0.996213,0.863665,418012e-9
566,0.996386,0.862565,413997e-9
566.1,0.996554,0.861458,410021e-9
566.2,0.996719,0.860344,406084e-9
566.3,0.99688,0.859222,402185e-9
566.4,0.997037,0.858093,398324e-9
566.5,0.99719,0.856957,394502e-9
566.6,0.997339,0.855813,390716e-9
566.7,0.997484,0.854663,386967e-9
566.8,0.997625,0.853507,383255e-9
566.9,0.997762,0.852343,37958e-8
567,0.997895,0.851173,37594e-8
567.1,0.998024,0.849996,372335e-9
567.2,0.998149,0.848813,368766e-9
567.3,0.99827,0.847624,365232e-9
567.4,0.998387,0.846429,361732e-9
567.5,0.9985,0.845227,358267e-9
567.6,0.998609,0.84402,354835e-9
567.7,0.998714,0.842806,351436e-9
567.8,0.998815,0.841587,348071e-9
567.9,0.998911,0.840362,344739e-9
568,0.999004,0.839132,341439e-9
568.1,0.999093,0.837896,338172e-9
568.2,0.999177,0.836655,334936e-9
568.3,0.999258,0.835409,331732e-9
568.4,0.999334,0.834157,328559e-9
568.5,0.999406,0.8329,325417e-9
568.6,0.999475,0.831639,322305e-9
568.7,0.999539,0.830372,319224e-9
568.8,0.999599,0.829101,316173e-9
568.9,0.999654,0.827825,313152e-9
569,0.999706,0.826545,31016e-8
569.1,0.999754,0.82526,307198e-9
569.2,0.999797,0.82397,304264e-9
569.3,0.999836,0.822677,301359e-9
569.4,0.999871,0.821379,298482e-9
569.5,0.999902,0.820077,295633e-9
569.6,0.999929,0.818771,292812e-9
569.7,0.999951,0.817461,290018e-9
569.8,0.999969,0.816148,287252e-9
569.9,0.999983,0.81483,284513e-9
570,0.999993,0.813509,2818e-7
570.1,0.999999,0.812185,279114e-9
570.2,1,0.810857,276453e-9
570.3,0.999997,0.809525,273819e-9
570.4,0.999989,0.808189,271211e-9
570.5,0.999976,0.806849,268627e-9
570.6,0.999959,0.805504,266069e-9
570.7,0.999936,0.804156,263536e-9
570.8,0.999908,0.802803,261028e-9
570.9,0.999875,0.801445,258544e-9
571,0.999837,0.800082,256084e-9
571.1,0.999793,0.798715,253648e-9
571.2,0.999743,0.797342,251236e-9
571.3,0.999688,0.795965,248847e-9
571.4,0.999626,0.794582,246481e-9
571.5,0.999558,0.793194,244139e-9
571.6,0.999484,0.7918,241819e-9
571.7,0.999404,0.7904,239522e-9
571.8,0.999317,0.788995,237247e-9
571.9,0.999224,0.787584,234995e-9
572,0.999123,0.786166,232764e-9
572.1,0.999016,0.784743,230555e-9
572.2,0.998902,0.783313,228367e-9
572.3,0.998781,0.781877,226201e-9
572.4,0.998652,0.780434,224056e-9
572.5,0.998516,0.778985,221932e-9
572.6,0.998372,0.777529,219828e-9
572.7,0.998221,0.776066,217745e-9
572.8,0.998061,0.774596,215682e-9
572.9,0.997894,0.773119,213639e-9
573,0.997719,0.771635,211616e-9
573.1,0.997535,0.770144,209612e-9
573.2,0.997343,0.768645,207628e-9
573.3,0.997143,0.767139,205664e-9
573.4,0.996934,0.765625,203718e-9
573.5,0.996716,0.764103,201792e-9
573.6,0.996489,0.762574,199884e-9
573.7,0.996253,0.761036,197994e-9
573.8,0.996008,0.759491,196123e-9
573.9,0.995754,0.757938,19427e-8
574,0.995491,0.756376,192436e-9
574.1,0.995217,0.754806,190618e-9
574.2,0.994935,0.753228,188819e-9
574.3,0.994642,0.751641,187037e-9
574.4,0.99434,0.750046,185272e-9
574.5,0.994027,0.748442,183525e-9
574.6,0.993705,0.74683,181794e-9
574.7,0.993372,0.745209,180081e-9
574.8,0.993028,0.743578,178384e-9
574.9,0.992674,0.741939,176703e-9
575,0.99231,0.740291,175039e-9
575.1,0.991935,0.738634,17339e-8
575.2,0.991549,0.736968,171758e-9
575.3,0.991154,0.735294,170142e-9
575.4,0.990749,0.733611,168541e-9
575.5,0.990335,0.731921,166956e-9
575.6,0.989913,0.730224,165386e-9
575.7,0.989482,0.72852,163831e-9
575.8,0.989044,0.726809,162292e-9
575.9,0.988598,0.725092,160767e-9
576,0.988146,0.723369,159257e-9
576.1,0.987687,0.72164,157762e-9
576.2,0.987223,0.719907,156281e-9
576.3,0.986753,0.718168,154815e-9
576.4,0.986277,0.716425,153363e-9
576.5,0.985798,0.714678,151924e-9
576.6,0.985314,0.712926,1505e-7
576.7,0.984826,0.711172,14909e-8
576.8,0.984335,0.709414,147693e-9
576.9,0.983841,0.707653,14631e-8
577,0.983345,0.70589,14494e-8
577.1,0.982847,0.704124,143583e-9
577.2,0.982347,0.702357,142239e-9
577.3,0.981846,0.700588,140909e-9
577.4,0.981344,0.698817,139591e-9
577.5,0.980842,0.697046,138286e-9
577.6,0.98034,0.695274,136994e-9
577.7,0.979839,0.693501,135714e-9
577.8,0.979338,0.691729,134446e-9
577.9,0.978839,0.689956,133191e-9
578,0.978342,0.688184,131948e-9
578.1,0.977847,0.686413,130717e-9
578.2,0.977355,0.684643,129497e-9
578.3,0.976866,0.682874,12829e-8
578.4,0.976381,0.681107,127094e-9
578.5,0.975899,0.679342,12591e-8
578.6,0.975422,0.677579,124737e-9
578.7,0.974949,0.675818,123575e-9
578.8,0.974482,0.674061,122425e-9
578.9,0.97402,0.672306,121285e-9
579,0.973564,0.670554,120157e-9
579.1,0.973115,0.668806,119039e-9
579.2,0.972672,0.667062,117933e-9
579.3,0.972237,0.665322,116837e-9
579.4,0.97181,0.663586,115751e-9
579.5,0.97139,0.661854,114676e-9
579.6,0.97098,0.660128,113611e-9
579.7,0.970578,0.658406,112557e-9
579.8,0.970185,0.65669,111513e-9
579.9,0.969802,0.654979,110478e-9
580,0.969429,0.653274,109454e-9
580.1,0.969067,0.651574,108439e-9
580.2,0.968715,0.649881,107435e-9
580.3,0.968372,0.648193,10644e-8
580.4,0.968039,0.646511,105454e-9
580.5,0.967714,0.644834,104478e-9
580.6,0.967399,0.643162,103511e-9
580.7,0.967091,0.641496,102554e-9
580.8,0.96679,0.639834,101606e-9
580.9,0.966497,0.638177,100667e-9
581,0.966211,0.636524,997367e-10
581.1,0.965931,0.634876,988155e-10
581.2,0.965657,0.633232,979032e-10
581.3,0.965389,0.631592,969996e-10
581.4,0.965125,0.629957,961047e-10
581.5,0.964867,0.628325,952184e-10
581.6,0.964612,0.626696,943406e-10
581.7,0.964362,0.625072,934711e-10
581.8,0.964115,0.62345,9261e-8
581.9,0.963871,0.621832,917572e-10
582,0.96363,0.620217,909125e-10
582.1,0.963391,0.618605,900759e-10
582.2,0.963154,0.616996,892473e-10
582.3,0.962918,0.61539,884267e-10
582.4,0.962683,0.613786,876139e-10
582.5,0.962449,0.612185,868088e-10
582.6,0.962215,0.610586,860115e-10
582.7,0.961981,0.608989,852218e-10
582.8,0.961746,0.607394,844396e-10
582.9,0.96151,0.605801,836649e-10
583,0.961273,0.604211,828976e-10
583.1,0.961034,0.602621,821376e-10
583.2,0.960792,0.601034,813849e-10
583.3,0.960548,0.599447,806394e-10
583.4,0.960301,0.597863,799009e-10
583.5,0.960051,0.596279,791696e-10
583.6,0.959796,0.594697,784452e-10
583.7,0.959537,0.593115,777277e-10
583.8,0.959274,0.591534,77017e-9
583.9,0.959006,0.589955,763132e-10
584,0.958732,0.588375,75616e-9
584.1,0.958452,0.586797,749255e-10
584.2,0.958165,0.585219,742415e-10
584.3,0.957873,0.583641,735641e-10
584.4,0.957573,0.582063,728931e-10
584.5,0.957265,0.580486,722285e-10
584.6,0.95695,0.578908,715702e-10
584.7,0.956626,0.577331,709182e-10
584.8,0.956294,0.575753,702723e-10
584.9,0.955953,0.574175,696327e-10
585,0.955602,0.572597,689991e-10
585.1,0.955241,0.571018,683715e-10
585.2,0.954871,0.569439,677499e-10
585.3,0.954491,0.567859,671341e-10
585.4,0.954101,0.566279,665243e-10
585.5,0.953702,0.564698,659202e-10
585.6,0.953294,0.563116,653218e-10
585.7,0.952876,0.561534,647291e-10
585.8,0.952449,0.559951,641421e-10
585.9,0.952013,0.558367,635606e-10
586,0.951569,0.556783,629846e-10
586.1,0.951115,0.555198,624141e-10
586.2,0.950653,0.553612,61849e-9
586.3,0.950182,0.552026,612892e-10
586.4,0.949703,0.550438,607347e-10
586.5,0.949215,0.54885,601855e-10
586.6,0.948719,0.547261,596415e-10
586.7,0.948214,0.545671,591026e-10
586.8,0.947702,0.54408,585688e-10
586.9,0.947182,0.542488,580401e-10
587,0.946654,0.540896,575163e-10
587.1,0.946118,0.539302,569975e-10
587.2,0.945574,0.537707,564836e-10
587.3,0.945023,0.536112,559746e-10
587.4,0.944464,0.534515,554704e-10
587.5,0.943898,0.532917,549709e-10
587.6,0.943325,0.531318,544761e-10
587.7,0.942745,0.529718,53986e-9
587.8,0.942158,0.528117,535005e-10
587.9,0.941563,0.526515,530196e-10
588,0.940962,0.524912,525432e-10
588.1,0.940355,0.523308,520713e-10
588.2,0.93974,0.521703,516039e-10
588.3,0.939119,0.520096,511408e-10
588.4,0.938492,0.518488,506821e-10
588.5,0.937859,0.516879,502278e-10
588.6,0.937219,0.515269,497777e-10
588.7,0.936573,0.513658,493318e-10
588.8,0.935921,0.512045,488901e-10
588.9,0.935264,0.510432,484526e-10
589,0.9346,0.508817,480192e-10
589.1,0.933931,0.507201,475898e-10
589.2,0.933257,0.505583,471645e-10
589.3,0.932577,0.503965,467432e-10
589.4,0.931891,0.502345,463258e-10
589.5,0.931201,0.500724,459123e-10
589.6,0.930505,0.499101,455027e-10
589.7,0.929804,0.497477,45097e-9
589.8,0.929098,0.495853,44695e-9
589.9,0.928388,0.494226,442968e-10
590,0.927673,0.492599,439024e-10
590.1,0.926953,0.49097,435116e-10
590.2,0.926228,0.48934,431245e-10
590.3,0.925499,0.487709,42741e-9
590.4,0.924765,0.486077,423611e-10
590.5,0.924026,0.484444,419848e-10
590.6,0.923283,0.48281,416119e-10
590.7,0.922536,0.481175,412426e-10
590.8,0.921783,0.47954,408767e-10
590.9,0.921026,0.477904,405142e-10
591,0.920264,0.476268,401551e-10
591.1,0.919498,0.474631,397994e-10
591.2,0.918727,0.472994,394469e-10
591.3,0.917951,0.471356,390978e-10
591.4,0.917171,0.469719,387519e-10
591.5,0.916386,0.468081,384092e-10
591.6,0.915596,0.466443,380697e-10
591.7,0.914802,0.464805,377334e-10
591.8,0.914003,0.463167,374002e-10
591.9,0.913199,0.46153,370701e-10
592,0.912391,0.459893,367431e-10
592.1,0.911578,0.458256,364191e-10
592.2,0.91076,0.456619,360981e-10
592.3,0.909938,0.454983,357801e-10
592.4,0.909111,0.453348,354651e-10
592.5,0.908279,0.451713,35153e-9
592.6,0.907443,0.450079,348438e-10
592.7,0.906602,0.448446,345374e-10
592.8,0.905756,0.446813,342339e-10
592.9,0.904905,0.445182,339332e-10
593,0.90405,0.443551,336353e-10
593.1,0.903191,0.441921,333401e-10
593.2,0.902326,0.440293,330477e-10
593.3,0.901457,0.438666,32758e-9
593.4,0.900583,0.43704,32471e-9
593.5,0.899705,0.435415,321866e-10
593.6,0.898822,0.433792,319049e-10
593.7,0.897934,0.43217,316257e-10
593.8,0.897042,0.43055,313492e-10
593.9,0.896145,0.428931,310752e-10
594,0.895243,0.427314,308037e-10
594.1,0.894336,0.425698,305347e-10
594.2,0.893425,0.424085,302682e-10
594.3,0.89251,0.422473,300042e-10
594.4,0.891589,0.420863,297426e-10
594.5,0.890664,0.419255,294834e-10
594.6,0.889735,0.417649,292266e-10
594.7,0.8888,0.416045,289722e-10
594.8,0.887861,0.414443,287201e-10
594.9,0.886918,0.412843,284703e-10
595,0.885969,0.411246,282228e-10
595.1,0.885016,0.40965,279776e-10
595.2,0.884059,0.408057,277347e-10
595.3,0.883097,0.406467,27494e-9
595.4,0.882131,0.404878,272555e-10
595.5,0.88116,0.403292,270192e-10
595.6,0.880185,0.401708,26785e-9
595.7,0.879205,0.400127,26553e-9
595.8,0.878222,0.398548,263232e-10
595.9,0.877234,0.396971,260954e-10
596,0.876242,0.395396,258697e-10
596.1,0.875247,0.393824,256461e-10
596.2,0.874247,0.392254,254246e-10
596.3,0.873244,0.390687,252051e-10
596.4,0.872237,0.389122,249875e-10
596.5,0.871226,0.387559,24772e-9
596.6,0.870211,0.385999,245584e-10
596.7,0.869193,0.384441,243468e-10
596.8,0.868171,0.382885,241372e-10
596.9,0.867146,0.381332,239294e-10
597,0.866117,0.379782,237235e-10
597.1,0.865085,0.378233,235196e-10
597.2,0.86405,0.376688,233174e-10
597.3,0.863012,0.375144,231171e-10
597.4,0.86197,0.373603,229187e-10
597.5,0.860925,0.372065,22722e-9
597.6,0.859878,0.370529,225272e-10
597.7,0.858827,0.368995,223341e-10
597.8,0.857773,0.367464,221428e-10
597.9,0.856717,0.365936,219532e-10
598,0.855658,0.36441,217653e-10
598.1,0.854596,0.362886,215791e-10
598.2,0.853531,0.361365,213947e-10
598.3,0.852464,0.359847,212119e-10
598.4,0.851394,0.358331,210308e-10
598.5,0.850322,0.356817,208513e-10
598.6,0.849248,0.355306,206734e-10
598.7,0.848171,0.353798,204972e-10
598.8,0.847091,0.352293,203225e-10
598.9,0.84601,0.350789,201494e-10
599,0.844926,0.349289,199779e-10
599.1,0.84384,0.347791,19808e-9
599.2,0.842752,0.346296,196396e-10
599.3,0.841663,0.344803,194727e-10
599.4,0.840571,0.343313,193073e-10
599.5,0.839477,0.341826,191434e-10
599.6,0.838381,0.340341,18981e-9
599.7,0.837284,0.338859,188201e-10
599.8,0.836185,0.337379,186606e-10
599.9,0.835084,0.335903,185025e-10
600,0.833982,0.334429,183459e-10
600.1,0.832878,0.332957,181907e-10
